quote_id,healthcare_index,sent_mean
21264,"45.94, 70.4",0.1503296875
21265,68,0.288284
21266,60.8,0.005872
21267,68,0.288284
21268,71,0.072533
21269,71,0.072533
21270,77.2,0.049439
21271,79.7,0.106269
21272,65.3,0.055561
21273,"60.8, 70.2, 77.2",0.350113
21274,"73.2, 70.4",0.280314
21275,77.8,-0.204998
21276,79.7,0.106269
21277,68.3,-0.108925
21278,72,-0.032063
21279,79.7,0.106269
21280,73.2,0.20085
21281,73.1,0.026101
21282,"60.8, 77.2, 70.2",0.354632
21283,"60.8, 77.2, 68.3, 83",0.218669230769231
21284,"77.8, 73.2",0.123612
21285,73.1,0.026101
21286,"59.19, 69.1",0.249427272727273
21287,64.12,0.197647
21288,67.1,-0.043252
21289,73.1,0.026101
21290,73.1,0.026101
21291,60.8,0.005872
21292,71.9,0.094695
21293,79.7,0.106269
21294,"67.1, 77.2",0.25541
21295,79.7,0.106269
21296,73.1,0.026101
21297,79.7,0.106269
21298,79.7,0.106269
21299,73.2,0.20085
21300,68.6,0.113228
21301,64.12,0.155578
21302,65.0763157894737,0.01022
21303,"83, 79.7",0.208559
21304,68,0.288284
21305,72,-0.032063
21306,"51.56, 61.4",0.05242
21307,68.3,-0.108925
21308,40.51,0.211499
21309,68,0.288284
21310,60.8,0.005872
21311,79.7,0.106269
21312,"73.2, 72",0.201343
21313,"73.2, 46.5",0.161155
21314,60.8,0.005872
21315,68.3,-0.108925
21316,"79.7, 61.4, 71.9, 83",0.284426582278481
21317,71.9,0.094695
21318,68.6,0.113228
21319,48.5,0.157856
21320,57.9,0.153348
21321,61.4,0.11136
21322,77.2,0.049439
21323,73.2,0.20085
21324,"61.4, 51.56",-0.042744
21325,68.6,0.113228
21326,64.12,0.197647
21327,68,0.288284
21328,71,0.072533
21329,"40.51, 48.45",0.080539
21330,65.0763157894737,0.01022
21331,77.8,-0.204998
21332,77.2,0.049439
21333,"60.1, 57.48, 65.33, 65.16",0.23070303030303
21334,57.6,0.04147
21335,51.56,-0.306933
21336,"79.7, 71.9, 61.4",0.26678904109589
21337,64.12,0.197647
21338,79.7,0.106269
21339,"68, 59",-0.113779
21340,69.1,0.009625
21341,77.2,0.049439
21342,"67.1, 86.4",-0.075961
21343,77.2,0.049439
21344,77.2,0.049439
21345,60.8,0.005872
21346,73.1,0.026101
21347,73.1,0.026101
21348,51.3,0.08469
21349,"61.4, 60.8",0.313891
21350,69.1,0.009625
21351,51.3,0.08469
21352,60.8,0.005872
21353,77.2,0.049439
21354,61.11,0.076059
21355,60.8,0.005872
21356,79.7,0.106269
21357,"73.2, 70.2",0.165877
21358,67.1,-0.043252
21359,71,0.072533
21360,"40.51, 61.11",0.0897323943661972
21361,68,0.288284
21362,60.8,0.005872
21363,"60.8, 77.8",0.100373
21364,67.1,-0.043252
21365,60.8,0.005872
21366,"64.12, 73.1",0.269245
21367,63.3294117647059,0.079029
21368,68.6,0.113228
21369,40.51,0.211499
21370,79.7,0.106269
21371,68,0.288284
21372,73.1,0.026101
21373,61.4,0.11136
21374,60.8,0.005872
21375,46.5,0.18831
21376,"65.0763157894737, 73.2",0.19699
21377,60.8,0.005872
21378,68,0.288284
21379,"68, 69.1",0.010203
21380,70.4,0.478005
21381,68,0.288284
21382,68,0.288284
21383,77.2,0.142188
21384,73.1,0.026101
21385,73.1,0.026101
21386,68,0.288284
21387,73.1,0.026101
21388,73.2,0.20085
21389,77.2,0.142188
21390,68.6,0.113228
21391,60.8,0.005872
21392,"73.2, 77.8",0.10824
21393,"60.8, 79.7, 71.9, 77.2",0.265788
21394,"65.0763157894737, 73.2",0.19699
21395,79.7,0.106269
21396,69.1,0.009625
21397,73.1,0.026101
21398,73.1,0.026101
21399,77.2,0.049439
21400,60.8,0.005872
21401,73.1,0.026101
21402,66.0842105263158,0.240416
21403,68,0.288284
21404,64.12,0.197647
21405,"61.11, 40.51",0.0994430379746835
21406,60.8,0.005872
21407,79.7,0.106269
21408,70.4,0.478005
21409,60.8,0.005872
21410,"73.2, 51.3",0.296798
21411,79.7,0.106269
21412,79.7,0.106269
21413,79.7,0.106269
21414,73.1,0.026101
21415,63.8,0.08694
21416,65.0763157894737,0.01022
21417,60.8,0.005872
21418,65.0763157894737,0.01022
21419,77.2,0.049439
21420,73.1,0.026101
21421,79.7,0.106269
21422,64.12,0.197647
21423,"73.2, 77.8, 72, 78.5",-0.0717925373134328
21424,68.6,0.113228
21425,60.8,0.005872
21426,60.8,0.005872
21427,60.8,0.005872
21428,68.6,0.113228
21429,79.7,0.106269
21430,77.7,0.158627
21431,60.8,0.005872
21432,73.1,0.026101
21433,68.6,0.113228
21434,60.8,0.005872
21435,73.1,0.026101
21436,55.56,0.193682
21437,68.05,0.122124
21438,60.8,0.005872
21439,77.2,0.049439
21440,"46.5, 51.3, 72.5",0.168166153846154
21441,69.1,0.009625
21442,73.1,0.035542
21443,77.2,0.049439
21444,"46.23, 56.3, 68.1, 59, 63.3",0.0843115384615385
21445,"69.1, 73.2, 68.05, 51.3",-0.00377164179104477
21446,71.9,0.094695
21447,60.8,0.005872
21448,73.1,0.026101
21449,68.6,0.113228
21450,77.2,0.049439
21451,77.2,0.049439
21452,75.6,0.139664
21453,73.1,0.026101
21454,"71.9, 51.56, 61.4",0.276796825396825
21455,"61.11, 40.51",0.0994430379746835
21456,"86.4, 66.53",-0.137993
21457,68,0.288284
21458,"77.8, 72, 65.3, 70.4, 56.8, 72.5, 77.7, 57.6",0.10612641509434
21459,"77.8, 73.2, 46.5",0.128925352112676
21460,79.7,0.106269
21461,"77.8, 65.3, 73.2",0.201847
21462,"65.4, 70.2",0.199606
21463,"64.0191489361702, 68",0.105838
21464,"72, 65.3",0.027134
21465,79.7,0.106269
21466,73.2,0.20085
21467,60.8,0.005872
21468,73.1,0.026101
21469,73.1,0.026101
21470,71.9,0.094695
21471,64.12,0.197647
21472,64.12,0.197647
21473,60.8,0.005872
21474,60.8,0.005872
21475,71.7,0.050253
21476,68.6,0.113228
21477,59,0.038123
21478,"77.2, 60.8",0.28803
21479,"51.56, 61.4",0.05242
21480,60.8,0.005872
21481,67.1,-0.043252
21482,"73.2, 76, 67.7",0.150605263157895
21483,48.45,0.038279
21484,77.2,0.049439
21485,73.1,0.026101
21486,"60.8, 77.2",0.302021
21487,"68, 72.4",-5.06e-4
21488,79.7,0.106269
21489,79.7,0.106269
21490,73.1,0.026101
21491,60.8,0.005872
21492,68,0.288284
21493,68.6,0.113228
21494,63.8,0.08694
21495,"40.51, 61.11",0.0897323943661972
21496,79.7,0.106269
21497,"46.5, 57.6, 61.4, 34.44, 77.7",-0.0334666666666667
21498,68.6,0.113228
21499,72,-0.032063
21500,"79.7, 66.53",0.05443
21501,69.1,0.009625
21502,73.2,0.20085
21503,73.1,0.026101
21504,40.51,0.211499
21505,79.7,0.106269
21506,73.1,0.026101
21507,77.2,0.049439
21508,68.6,0.113228
21509,60.8,0.005872
21510,68,0.288284
21511,63.8,0.08694
21512,86.4,0.015649
21513,51.56,-0.306933
21514,68,0.288284
21515,60.8,0.005872
21516,"79.7, 69.1",0.288998
21517,79.7,0.106269
21518,79.7,0.106269
21519,"65.3, 57.6, 72.5, 68",0.118338961038961
21520,77.2,0.049439
21521,"61.11, 40.51",0.0994430379746835
21522,79.7,0.106269
21523,"57.6, 65.3, 66.3, 65, 65.0763157894737, 48.5, 49",0.131765753424658
21524,"46.5, 77.7, 72.5",0.125382
21525,68,0.288284
21526,77.08,0.180983
21527,71.9,0.094695
21528,86.4,0.015649
21529,64.12,0.197647
21530,"68.3, 60.8",0.061685
21531,"71.1, 65.0763157894737, 65, 48.5",0.0522164383561644
21532,"68, 73.2, 70.2",0.082604347826087
21533,60.8,0.005872
21534,"79.3, 72, 57.7, 75.9, 77.5, 76, 68.3, 78.5",0.0243365079365079
21535,77.2,0.049439
21536,73.1,0.026101
21537,60.8,0.005872
21538,"57.6, 71.1, 65, 65.3",0.170390909090909
21539,"50, 69.1",0.0292948275862069
21540,48.45,0.038279
21541,68,0.288284
21542,"70.2, 79.7",0.208475
21543,"40.51, 61.11",0.0897323943661972
21544,73.1,0.026101
21545,"65.4, 60.8, 71.9",0.234818390804598
21546,61.4,0.11136
21547,60.8,0.005872
21548,68,0.288284
21549,73.1,0.026101
21550,68,0.288284
21551,"68.3, 86.4",-0.054751
21552,77.8,-0.204998
21553,68.6,0.113228
21554,"68, 69.1",0.010203
21555,60.8,0.005872
21556,77.2,0.049439
21557,"72, 73.2",0.207808
21558,68.6,0.113228
21559,"65.0763157894737, 68, 73.2",0.108932
21560,"79.7, 67.1",-0.004209
21561,69.1,0.009625
21562,64.12,0.197647
21563,57.6,0.04147
21564,60.8,0.005872
21565,68,0.288284
21566,"64.12, 68.6",0.220629
21567,57.2,-0.11634
21568,73.1,0.026101
21569,"68.3, 51.56, 65.4, 65, 59, 56.3, 72.4",-0.0161928571428571
21570,73.1,0.026101
21571,"68, 69.1",0.010203
21572,"65.0763157894737, 68",0.027588
21573,77.2,0.049439
21574,61.4,0.11136
21575,60.8,0.005872
21576,73.2,0.20085
21577,79.7,0.106269
21578,68.6,0.113228
21579,79.7,0.106269
21580,73.1,0.026101
21581,73.1,0.026101
21582,"66.6, 65.1, 71.1, 61.1, 73.4",-0.0122236842105263
21583,73.1,0.026101
21584,69.1,0.009625
21585,60.8,0.005872
21586,51.56,-0.306933
21587,69.1,0.009625
21588,65.3,0.055561
21589,"68.3, 79.7",-0.006915
21590,"60.8, 77.2, 51.56, 34.44, 67.1",0.116852941176471
21591,"71.9, 70.2, 68.3, 61.4",0.101151282051282
21592,55.56,0.193682
21593,68.6,0.113228
21594,79.7,0.106269
21595,60.8,0.005872
21596,68.3,-0.108925
21597,68,0.288284
21598,69.1,0.009625
21599,73.1,0.026101
21600,60.8,0.005872
21601,64.12,0.197647
21602,40.51,0.211499
21603,79.7,0.106269
21604,60.8,0.005872
21605,68.3,-0.108925
21606,68.6,0.113228
21607,60.8,0.005872
21608,60.8,0.005872
21609,60.8,0.005872
21610,"45.94, 70.4, 71.1, 54, 75.6, 77.8, 73.2",-0.0169310344827586
21611,71.1,0.160342
21612,61.5,-0.043051
21613,61.4,0.11136
21614,61.4,0.11136
21615,61.4,0.11136
21616,68,0.288284
21617,"65.0763157894737, 73.2, 71.1, 65.3",0.207930666666667
21618,"61.4, 51.56",-0.042744
21619,65.3,0.055561
21620,65.3,0.055561
21621,60.8,0.005872
21622,63.8,0.08694
21623,65.4,0.023996
21624,68.05,0.122124
21625,"72, 77.8, 73.2, 79.7, 57.6, 68",0.156855737704918
21626,65.0763157894737,0.01022
21627,73.1,0.026101
21628,"68, 72.4, 77.7, 55.4, 73.2",0.0536914893617021
21629,48.45,0.038279
21630,79.7,0.106269
21631,64.12,0.197647
21632,73.1,0.026101
21633,77.8,-0.204998
21634,73.1,0.026101
21635,60.8,0.005872
21636,73.1,0.026101
21637,60.8,0.005872
21638,69.1,0.009625
21639,"57.2, 66.0842105263158",-0.183958
21640,64.12,0.197647
21641,61.4,0.11136
21642,79.7,0.106269
21643,61.4,0.11136
21644,73.2,0.20085
21645,52.1,-0.070516
21646,79.7,0.106269
21647,77.2,0.049439
21648,77.2,0.049439
21649,73.1,0.026101
21650,48.45,0.038279
21651,79.7,0.106269
21652,68,0.288284
21653,23.86,0.233491
21654,73.1,0.026101
21655,79.7,0.106269
21656,79.7,0.106269
21657,60.8,0.005872
21658,68.6,0.113228
21659,68,0.288284
21660,"65.0763157894737, 72, 77.8, 65.3",0.119369
21661,60.8,0.005872
21662,"79.7, 83",0.21883
21663,77.8,-0.204998
21664,66.0842105263158,0.240416
21665,79.7,0.106269
21666,48.45,0.038279
21667,"72.4, 67.3",0.064221
21668,"76, 79.3, 72, 65.3, 71.9, 71.7",0.19961
21669,"40.51, 61.11, 73.1",-0.0264042857142857
21670,64.12,0.197647
21671,68.6,0.113228
21672,68,0.288284
21673,48.45,0.038279
21674,73.1,0.026101
21675,73.1,0.026101
21676,60.8,0.005872
21677,65.0763157894737,0.01022
21678,"77.2, 71.9, 61.4, 66.53",0.301567088607595
21679,79.7,0.106269
21680,"77.7, 72.5, 46.5",0.110989
21681,83,-0.042243
21682,77.2,0.049439
21683,65.0763157894737,0.01022
21684,64.12,0.155578
21685,68.6,0.113228
21686,"69.1, 68",0.024029
21687,73.1,0.026101
21688,60.8,0.005872
21689,73.1,0.026101
21690,63.8,0.08694
21691,77.2,0.049439
21692,65.4,0.023996
21693,60.8,0.005872
21694,64.12,0.197647
21695,"61.4, 51.56, 71.9",0.314014925373134
21696,"65.4, 77.2",0.185851
21697,70.4,0.478005
21698,60.8,0.005872
21699,60.8,0.005872
21700,71,0.072533
21701,"79.3, 77.7, 65.3",0.153622
21702,67.1,-0.043252
21703,79.7,0.106269
21704,68,0.288284
21705,73.1,0.026101
21706,69.1,0.009625
21707,68,0.288284
21708,"40.51, 48.45",0.080539
21709,73.1,0.026101
21710,77.7,0.158627
21711,79.7,0.106269
21712,73.1,0.026101
21713,"77.2, 79.3, 77.8, 72, 54, 75.6, 71.9, 71.7",0.0389508474576271
21714,"67.7, 77.5, 68.3, 76, 78.5",0.196037704918033
21715,64.12,0.197647
21716,68,0.288284
21717,65.0763157894737,0.01022
21718,"77.7, 77.8, 73.2, 79.3, 75.6",0.007225
21719,60.8,0.005872
21720,"73.2, 79.3, 77.2, 76, 77.5, 70.4",0.240848101265823
21721,"70.4, 65.0763157894737",0.072052
21722,"77.2, 60.8",0.28803
21723,48.45,0.038279
21724,73.2,0.347237
21725,73.1,0.026101
21726,"46.5, 57.6",0.16876
21727,73.1,0.026101
21728,70.2,0.148847
21729,60.8,0.005872
21730,60.8,0.005872
21731,65.0763157894737,0.01022
21732,65.4,0.023996
21733,79.7,0.106269
21734,65.0763157894737,0.01022
21735,77.2,0.049439
21736,73.1,0.026101
21737,60.8,0.005872
21738,"73.2, 65.3",0.298852
21739,79.7,0.106269
21740,"51.9, 65.0763157894737, 73.2, 72",0.0277
21741,"69.1, 68",0.024029
21742,79.7,0.106269
21743,69.1,0.009625
21744,73.2,0.20085
21745,73.2,0.20085
21746,"65.4, 71.9",0.121789
21747,67.1,-0.043252
21748,64.12,0.155578
21749,"69.1, 68",0.024029
21750,70.2,0.148847
21751,63.3,0.140455
21752,68,0.288284
21753,77.2,0.142188
21754,79.7,0.106269
21755,"61.4, 77.2",0.158716
21756,73.1,0.026101
21757,77.2,0.049439
21758,68.6,0.113228
21759,69.1,0.009625
21760,"73.2, 75.6, 77.8, 72",-0.0430413333333333
21761,"70.4, 65.1, 49.83, 65.16, 65.33, 60.1, 57.48",0.166490909090909
21762,60.8,0.005872
21763,48.45,0.038279
21764,79.7,0.106269
21765,68,0.288284
21766,73.1,0.026101
21767,60.8,0.005872
21768,68.6,0.113228
21769,47.5,0.166389
21770,60.8,0.005872
21771,60.8,0.005872
21772,79.7,0.106269
21773,60.8,0.005872
21774,73.1,0.026101
21775,23.86,0.233491
21776,60.8,0.005872
21777,60.8,0.005872
21778,"68.3, 70.2",0.103447
21779,66.53,-0.12034347826087
21780,"40.51, 61.11",0.0897323943661972
21781,79.7,0.106269
21782,63.8,0.08694
21783,73.1,0.026101
21784,77.2,0.049439
21785,"57.6, 65.3, 73.2",0.290455844155844
21786,73.1,0.026101
21787,77.7,0.158627
21788,61.4,0.11136
21789,65.0763157894737,0.01022
21790,"68.3, 66.53",0.034919
21791,"65.4, 71",0.242577
21792,68,0.288284
21793,"69.1, 68",0.024029
21794,"79.3, 72, 75.6",0.099409
21795,70.4,0.478005
21796,68,0.288284
21797,"60.8, 79.7",0.185293
21798,"68, 79.7",0.153127
21799,73.1,0.026101
21800,68.6,0.113228
21801,"71.7, 65.3, 72.5",0.277274193548387
21802,71.9,0.094695
21803,73.2,0.20085
21804,68.6,0.113228
21805,79.7,0.106269
21806,77.7,0.158627
21807,73.1,0.026101
21808,"73.2, 72, 75.6, 79.3",0.0613746268656716
21809,73.2,0.20085
21810,"79.7, 83",0.21883
21811,"61.4, 79.7",0.300584
21812,71.1,0.160342
21813,"79.7, 86.4",0.08227
21814,77.8,-0.204998
21815,68.6,0.113228
21816,77.8,-0.204998
21817,60.8,0.005872
21818,68,0.288284
21819,79.7,0.106269
21820,77.2,0.049439
21821,"61.4, 67.1",-0.043995
21822,66.0842105263158,0.240416
21823,"60.8, 71.9",0.203699
21824,60.8,0.005872
21825,"71.7, 72, 77.7, 77.8, 65.3, 79.3",0.15307
21826,56.3,-0.302909
21827,"73.2, 71.9",0.299053
21828,77.2,0.049439
21829,60.8,0.005872
21830,61.11,0.076059
21831,60.8,0.005872
21832,77.2,0.049439
21833,"77.2, 61.4",0.146978
21834,73.1,0.026101
21835,"68, 48.45",0.00458399999999999
21836,"65.0763157894737, 55.4, 71.1, 66.53, 68.3, 51.9, 49",0.153409523809524
21837,60.8,0.005872
21838,48.45,0.038279
21839,79.7,0.106269
21840,77.2,0.049439
21841,68,0.288284
21842,"77.8, 46.5, 71.7, 70.4, 75.6, 79.3",0.250840625
21843,61.4,0.11136
21844,"68.3, 79.7",-0.006915
21845,66.0842105263158,0.240416
21846,"68, 67.3, 68.2",-0.0901184210526316
21847,67.1,-0.043252
21848,61.4,0.11136
21849,60.8,0.005872
21850,60.8,0.005872
21851,60.8,0.005872
21852,73.1,0.026101
21853,77.2,0.049439
21854,79.7,0.106269
21855,65.4,0.023996
21856,"77.2, 66.53",0.18128
21857,68.6,0.113228
21858,68,0.288284
21859,"73.2, 67.1",0.25171
21860,"73.2, 51.3",0.296798
21861,60.8,0.005872
21862,63.3294117647059,0.079029
21863,68,0.288284
21864,73.1,0.026101
21865,"77.8, 72, 73.2, 65.3, 65.0763157894737, 66.0842105263158",0.157258108108108
21866,68.6,0.113228
21867,61.4,0.11136
21868,"61.4, 51.56, 77.2",-0.040372
21869,"68, 39.52",0.00366599999999999
21870,60.8,0.005872
21871,61.4,0.11136
21872,"79.7, 71.9",0.172844
21873,68.6,0.113228
21874,"77.8, 65.4",0.064552
21875,79.7,0.106269
21876,60.8,0.005872
21877,"68, 69.1",0.010203
21878,72.4,0.120209
21879,"65.0763157894737, 60.8, 73.2",0.195110144927536
21880,79.7,0.106269
21881,77.2,0.049439
21882,"68.3, 79.7",-0.006915
21883,"51.9, 73.2, 51.3",0.117675342465753
21884,68,0.288284
21885,83,-0.042243
21886,"68, 79.17",0.258488157894737
21887,"73.1, 61.11, 40.51",-0.00704393939393939
21888,"71.7, 77.8, 65.3",0.208958
21889,77.2,0.049439
21890,68.6,0.113228
21891,68.3,-0.108925
21892,79.7,0.106269
21893,68.3,-0.108925
21894,67.1,-0.043252
21895,77.2,0.049439
21896,65.0763157894737,0.01022
21897,"60.8, 65.0763157894737",0.276954
21898,"71.9, 60.8",0.233965
21899,"61.4, 71.9, 70.2",0.2457
21900,68,0.288284
21901,65.0763157894737,0.01022
21902,"63.8, 61.12, 45.27",0.037459375
21903,65.0763157894737,0.01022
21904,70.4,0.478005
21905,40.51,0.211499
21906,"68.3, 66.53",0.034919
21907,73.1,0.026101
21908,60.8,0.005872
21909,71,0.072533
21910,68.3,-0.108925
21911,69.1,0.009625
21912,73.1,0.026101
21913,"65.0763157894737, 73.2",0.19699
21914,54.17,-0.111459
21915,60.8,0.005872
21916,64.0191489361702,0.080324
21917,73.1,0.026101
21918,77.8,-0.204998
21919,60.8,0.005872
21920,"77.7, 72.5, 70.2",0.211545833333333
21921,71.9,0.094695
21922,"77.2, 70.2",0.189454
21923,68.6,0.113228
21924,"68.6, 64.12",0.029976
21925,64.0191489361702,0.080324
21926,68.3,-0.108925
21927,68.3,-0.108925
21928,77.8,-0.204998
21929,70.2,0.148847
21930,63.8,0.08694
21931,"77.2, 71.9",0.250265
21932,"77.08, 68",0.131186764705882
21933,71.1,0.160342
21934,73.1,0.026101
21935,68,0.288284
21936,60.8,0.005872
21937,"68.6, 68, 88.19, 72.84",-0.0713114285714286
21938,66.0842105263158,0.240416
21939,63.55,0.195991
21940,73.2,0.20085
21941,61.4,0.11136
21942,68.6,0.113228
21943,"79.3, 77.7, 65.3",0.153622
21944,48.45,0.038279
21945,"63.8, 70.4",0.216697
21946,65.4,0.023996
21947,60.8,0.005872
21948,"65.0763157894737, 73.2",0.19699
21949,68.4,0.051536
21950,68,0.288284
21951,60.8,0.005872
21952,79.7,0.106269
21953,73.2,0.20085
21954,63.3,0.140455
21955,70.2,0.148847
21956,61.4,0.11136
21957,48.45,0.038279
21958,73.1,0.026101
21959,"65.3, 72, 65.0763157894737",0.089284
21960,60.8,0.005872
21961,73.1,0.035542
21962,60.8,0.005872
21963,79.7,0.106269
21964,73.1,0.026101
21965,68.6,0.113228
21966,79.7,0.106269
21967,57.6,0.04147
21968,73.1,0.026101
21969,60.8,0.005872
21970,"79.7, 83",0.21883
21971,79.7,0.106269
21972,60.8,0.005872
21973,"73.2, 77.8, 77.7, 72, 71.7",0.0797684210526316
21974,64.12,0.197647
21975,83,-0.042243
21976,48.45,0.038279
21977,"40.51, 61.11, 64.12",-0.0304368421052632
21978,61.4,0.11136
21979,"65.0763157894737, 65.3",0.111206
21980,60.8,0.005872
21981,79.7,0.106269
21982,64.12,0.197647
21983,60.8,0.005872
21984,68,0.288284
21985,73.1,0.026101
21986,"68, 68.6, 72.4",0.095947
21987,60.8,0.005872
21988,68,0.288284
21989,61.4,0.11136
21990,65.3,0.055561
21991,65.4,0.023996
21992,73.2,0.20085
21993,60.8,0.005872
21994,67.1,-0.043252
21995,68,0.288284
21996,60.8,0.005872
21997,79.7,0.106269
21998,71,0.072533
21999,66.0842105263158,0.240416
22000,68,0.288284
22001,57.6,0.04147
22002,"68.3, 60.8, 79.7",0.119372043010753
22003,77.2,0.142188
22004,56.25,0.104983
22005,"68.3, 79.7, 66.53",0.124678
22006,73.2,0.20085
22007,71,0.072533
22008,69.1,0.009625
22009,68.6,0.113228
22010,"51.3, 77.8, 73.2",-0.044395
22011,66.0842105263158,0.240416
22012,79.7,0.106269
22013,66.0842105263158,0.240416
22014,72,-0.032063
22015,64.0191489361702,0.080324
22016,79.7,0.106269
22017,"68, 69.1",0.010203
22018,73.2,0.20085
22019,67.1,-0.043252
22020,79.7,0.106269
22021,"68.3, 83, 66.53",0.216183
22022,79.7,0.106269
22023,60.8,0.005872
22024,60.8,0.005872
22025,60.8,0.005872
22026,73.1,0.026101
22027,"70.4, 76, 78.5, 68.3, 77.5",0.375512
22028,"60.8, 71.9",0.203699
22029,73.2,0.20085
22030,73.1,0.026101
22031,"51.56, 61.4",0.05242
22032,"79.7, 83",0.21883
22033,65.0763157894737,0.01022
22034,"68, 72.4",-5.06e-4
22035,57.6,0.04147
22036,65.0763157894737,0.01022
22037,77.2,0.049439
22038,65.4,0.023996
22039,68.6,0.113228
22040,"71.9, 60.8",0.233965
22041,60.8,0.005872
22042,"73.2, 77.5, 72, 71.7, 79.3, 77.2, 71.9",0.361458823529412
22043,68.3,-0.108925
22044,66.0842105263158,0.240416
22045,"67.1, 71.9",0.245643
22046,60.8,0.005872
22047,77.2,0.049439
22048,66.0842105263158,0.240416
22049,83,-0.042243
22050,64.12,0.197647
22051,68.6,0.113228
22052,77.8,-0.204998
22053,"69.1, 73.2",0.111455
22054,60.8,0.005872
22055,60.8,0.005872
22056,68,0.288284
22057,72.4,0.120209
22058,73.2,0.20085
22059,73.1,0.026101
22060,73.1,0.026101
22061,73.1,0.026101
22062,64.12,0.197647
22063,68.6,0.113228
22064,65.0763157894737,0.01022
22065,73.2,0.20085
22066,"79.7, 83, 68.3",0.159458
22067,86.4,0.015649
22068,66.0842105263158,0.240416
22069,67.1,-0.043252
22070,61.4,0.11136
22071,77.8,-0.204998
22072,72,-0.032063
22073,68.1,-0.024569
22074,"61.11, 40.51",0.0994430379746835
22075,73.1,0.026101
22076,79.7,0.106269
22077,73.1,0.026101
22078,68.6,0.113228
22079,69.1,0.009625
22080,73.2,0.20085
22081,73.1,0.035542
22082,56.3,-0.302909
22083,79.7,0.106269
22084,60.8,0.005872
22085,73.1,0.026101
22086,79.7,0.106269
22087,"70.4, 73.2, 77.8, 75.6, 71.7, 72, 79.3, 71.9",0.406482352941176
22088,40.51,0.211499
22089,68,0.288284
22090,71.9,0.094695
22091,68.6,0.113228
22092,68.6,0.113228
22093,59,0.038123
22094,77.2,0.049439
22095,68.6,0.113228
22096,79.7,0.106269
22097,60.8,0.005872
22098,73.1,0.026101
22099,65.3,0.055561
22100,60.8,0.005872
22101,"23.86, 64.12",0.21446
22102,68.4,0.051536
22103,77.2,0.049439
22104,86.4,0.015649
22105,79.7,0.106269
22106,68.05,0.122124
22107,48.45,0.038279
22108,"72, 73.2, 54, 75.6, 77.2, 79.3",0.0449744680851064
22109,"65.3, 65.0763157894737",0.117995
22110,48.45,0.038279
22111,60.8,0.005872
22112,64.12,0.197647
22113,"50, 68.6, 73.1",-0.00369480519480519
22114,"69.1, 68",0.024029
22115,48.45,0.038279
22116,47.5,0.166389
22117,79.7,0.106269
22118,"72, 77.8, 73.2, 79.3, 75.6",0.189183333333333
22119,68,0.288284
22120,71.7,0.050253
22121,61.4,0.11136
22122,65.4,0.023996
22123,"79.7, 61.4, 77.2, 57.2, 69.1",0.0614
22124,"77.7, 65.3, 51.9",0.212234920634921
22125,60.8,0.005872
22126,65.4,0.023996
22127,60.8,0.005872
22128,77.2,0.142188
22129,77.2,0.049439
22130,68,0.288284
22131,71.9,0.094695
22132,"65.0763157894737, 70.4, 52.1",-0.0427686567164179
22133,77.7,0.158627
22134,79.7,0.106269
22135,65.4,0.023996
22136,79.7,0.106269
22137,73.1,0.026101
22138,61.4,0.11136
22139,60.8,0.005872
22140,"77.8, 72",0.1013
22141,68.6,0.113228
22142,"71.9, 77.2",0.269077
22143,66.53,-0.12034347826087
22144,61.4,0.11136
22145,68.6,0.113228
22146,68.6,0.113228
22147,66.0842105263158,0.240416
22148,"61.4, 68.3, 69.1",-0.0757253731343284
22149,69.1,0.009625
22150,73.1,0.026101
22151,77.2,0.049439
22152,60.8,0.005872
22153,55.56,0.193682
22154,"77.8, 77.7, 65.3",0.044925
22155,79.7,0.106269
22156,73.1,0.026101
22157,68,0.288284
22158,68.6,0.113228
22159,73.1,0.026101
22160,"64.12, 61.11, 40.51",-0.0250168831168831
22161,77.2,0.049439
22162,68.6,0.113228
22163,65.0763157894737,0.01022
22164,68,0.288284
22165,65.4,0.023996
22166,57.6,0.04147
22167,"65.0763157894737, 51.3, 77.7",-0.063024
22168,73.1,0.026101
22169,77.2,0.049439
22170,57.6,0.04147
22171,68.6,0.113228
22172,68,0.288284
22173,73.2,0.20085
22174,60.8,0.005872
22175,"79.7, 73.2",0.310413
22176,73.1,0.026101
22177,"61.4, 34.44",0.117692
22178,73.2,0.20085
22179,77.7,0.158627
22180,48.45,0.038279
22181,68,0.288284
22182,73.1,0.026101
22183,69.1,0.009625
22184,61.4,0.11136
22185,60.8,0.005872
22186,79.7,0.106269
22187,"69.1, 68.2",0.226419
22188,73.1,0.026101
22189,73.1,0.035542
22190,65.0763157894737,0.01022
22191,"48.45, 61.11, 40.51",0.16817619047619
22192,60.8,0.005872
22193,"68, 73.2, 75.6, 79.3, 72, 77.5, 78.5",0.00343676470588235
22194,76,0.136394
22195,79.7,0.106269
22196,"40.51, 61.11",0.0897323943661972
22197,71.1,0.160342
22198,77.8,-0.204998
22199,68,0.288284
22200,77.2,0.049439
22201,"60.8, 68.3",0.048197
22202,"72.84, 69.1",-0.0288507692307692
22203,64.12,0.155578
22204,"68, 48.45, 60.1, 63.8, 61.21, 67.3, 72.4",-0.0215666666666667
22205,"77.8, 65.3, 57.6",0.076532
22206,"77.8, 65.3",-0.066649
22207,"45.94, 71",0.331028
22208,73.2,0.20085
22209,"83, 79.7, 66.53",0.180627
