"quote_id","low_season","medium_season","high_season"
17354,1,0,0
17355,0,1,1
17356,0,1,1
17357,1,0,0
17358,0,0,1
17359,1,0,1
17360,0,0,1
17361,0,0,1
17362,1,0,0
17363,0,1,0
17364,0,0,1
17365,0,0,1
17366,0,1,0
17367,1,1,0
17368,1,0,1
17369,0,0,1
17370,0,0,1
17371,1,0,0
17372,1,0,0
17373,0,0,1
17374,0,1,0
17375,1,0,1
17376,1,0,0
17377,0,0,1
17378,0,0,1
17379,1,0,0
17380,1,0,0
17381,1,0,0
17382,0,0,1
17383,0,0,1
17384,1,0,1
17385,0,1,0
17386,0,1,0
17387,1,0,0
17388,1,0,0
17389,0,1,0
17390,0,1,0
17391,0,0,1
17392,0,0,1
17393,0,0,1
17394,0,1,1
17395,0,1,0
17396,0,1,1
17397,0,0,1
17398,0,0,1
17399,0,0,1
17400,0,0,1
17401,0,0,1
17402,0,0,1
17403,0,1,0
17404,0,1,1
17405,0,0,1
17406,1,0,0
17407,1,0,0
17408,0,0,1
17409,1,0,0
17410,1,0,1
17411,1,0,0
17412,1,0,0
17413,0,1,1
17414,0,0,1
17415,0,1,0
17416,0,0,1
17417,0,1,0
17418,0,0,1
17419,0,0,1
17420,0,0,1
17421,0,0,1
17422,0,0,1
17423,0,0,1
17424,0,0,1
17425,0,0,1
17426,0,1,0
17427,0,0,1
17428,0,0,1
17429,0,0,1
17430,1,1,0
17431,1,0,0
17432,0,1,0
17433,0,0,1
17434,0,1,0
17435,0,1,0
17436,0,1,1
17437,0,0,1
17438,0,0,1
17439,1,0,0
17440,0,1,0
17441,0,0,1
17442,1,0,0
17443,1,0,0
17444,0,0,1
17445,1,0,0
17446,1,0,0
17447,0,0,1
17448,0,1,0
17449,0,1,0
17450,0,1,0
17451,1,0,0
17452,1,0,0
17453,0,0,1
17454,0,0,1
17455,0,0,1
17456,0,0,1
17457,0,0,1
17458,0,0,1
17459,1,0,0
17460,1,1,1
17461,0,1,0
17462,0,0,1
17463,1,0,0
17464,1,0,0
17465,1,0,0
17466,1,0,0
17467,0,0,1
17468,1,0,0
17469,0,1,0
17470,0,1,0
17471,1,0,0
17472,0,0,1
17473,0,0,1
17474,1,0,1
17475,1,0,0
17476,0,0,1
17477,1,0,0
17478,0,0,1
17479,0,1,0
17480,0,0,1
17481,0,1,0
17482,0,0,1
17483,0,0,1
17484,1,0,0
17485,0,0,1
17486,0,0,1
17487,1,0,0
17488,0,1,0
17489,1,0,0
17490,0,1,0
17491,0,1,0
17492,1,0,0
17493,0,0,1
17494,1,0,0
17495,0,1,0
17496,0,1,0
17497,1,0,0
17498,0,1,0
17499,1,1,0
17500,0,0,1
17501,0,1,1
17502,1,0,0
17503,0,0,1
17504,1,0,1
17505,1,0,1
17506,0,0,1
17507,0,1,0
17508,1,0,0
17509,1,1,0
17510,0,0,1
17511,0,0,1
17512,1,0,0
17513,1,0,0
17514,0,0,1
17515,1,0,0
17516,1,0,0
17517,0,0,1
17518,0,0,1
17519,1,1,0
17520,0,0,1
17521,1,0,1
17522,0,0,1
17523,0,0,1
17524,0,1,0
17525,0,0,1
17526,1,0,0
17527,0,1,0
17528,0,0,1
17529,1,1,0
17530,0,0,1
17531,1,0,0
17532,0,1,0
17533,0,0,1
17534,0,0,1
17535,0,1,0
17536,0,1,0
17537,1,0,0
17538,1,0,0
17539,0,1,0
17540,0,0,1
17541,0,0,1
17542,1,0,1
17543,0,1,0
17544,0,0,1
17545,0,0,1
17546,0,0,1
17547,0,0,1
17548,0,0,1
17549,1,0,1
17550,0,0,1
17551,0,0,1
17552,0,1,0
17553,0,1,0
17554,0,0,1
17555,0,1,0
17556,0,0,1
17557,0,0,1
17558,0,1,0
17559,1,1,0
17560,0,0,1
17561,1,0,0
17562,0,0,1
17563,1,0,0
17564,0,0,1
17565,0,1,0
17566,0,1,0
17567,0,1,1
17568,0,1,0
17569,0,1,0
17570,0,0,1
17571,0,0,1
17572,0,0,1
17573,0,0,1
17574,0,0,1
17575,0,0,1
17576,1,0,0
17577,0,0,1
17578,0,1,1
17579,1,0,0
17580,0,0,1
17581,0,1,0
17582,1,1,1
17583,0,0,1
17584,0,0,1
17585,0,0,1
17586,1,0,0
17587,1,0,0
17588,1,0,0
17589,1,0,0
17590,0,1,0
17591,0,0,1
17592,0,1,0
17593,0,1,0
17594,0,1,1
17595,0,0,1
17596,1,0,0
17597,0,0,1
17598,1,0,0
17599,0,0,1
17600,0,1,0
17601,0,0,1
17602,0,1,0
17603,0,0,1
17604,1,0,0
17605,0,0,1
17606,0,0,1
17607,1,0,0
17608,0,0,1
17609,1,0,0
17610,1,0,0
17611,1,1,1
17612,0,0,1
17613,1,0,0
17614,1,0,0
17615,0,0,1
17616,1,0,0
17617,0,1,0
17618,0,0,1
17619,0,0,1
17620,0,0,1
17621,1,0,0
17622,0,0,1
17623,1,0,0
17624,1,0,0
17625,1,0,0
17626,0,0,1
17627,0,0,1
17628,1,0,1
17629,1,0,0
17630,0,1,0
17631,0,1,0
17632,0,0,1
17633,1,0,0
17634,1,0,0
17635,1,1,1
17636,0,0,1
17637,1,0,0
17638,0,0,1
17639,0,0,1
17640,1,0,0
17641,1,0,0
17642,0,0,1
17643,1,0,0
17644,0,0,1
17645,0,0,1
17646,1,1,0
17647,0,0,1
17648,0,0,1
17649,0,0,1
17650,0,0,1
17651,0,1,0
17652,0,0,1
17653,0,0,1
17654,0,0,1
17655,1,0,0
17656,0,0,1
17657,0,1,1
17658,0,0,1
17659,0,0,1
17660,1,0,0
17661,0,1,0
17662,1,0,0
17663,1,0,0
17664,0,0,1
17665,0,0,1
17666,0,0,1
17667,1,1,1
17668,0,1,0
17669,0,1,1
17670,0,0,1
17671,1,0,0
17672,0,0,1
17673,1,0,0
17674,0,0,1
17675,0,0,1
17676,1,0,0
17677,1,0,0
17678,1,0,0
17679,0,0,1
17680,0,0,1
17681,0,0,1
17682,1,0,0
17683,1,0,0
17684,1,0,0
17685,1,0,0
17686,1,0,0
17687,0,0,1
17688,0,0,1
17689,0,0,1
17690,1,0,0
17691,1,1,0
17692,0,0,1
17693,0,0,1
17694,0,1,0
17695,1,0,0
17696,0,0,1
17697,1,0,0
17698,0,0,1
17699,0,0,1
17700,1,0,0
17701,0,1,0
17702,0,0,1
17703,0,1,0
17704,0,1,1
17705,0,0,1
17706,0,0,1
17707,0,0,1
17708,1,1,1
17709,0,0,1
17710,1,0,0
17711,0,0,1
17712,1,0,0
17713,0,0,1
17714,1,0,0
17715,0,0,1
17716,1,0,0
17717,0,1,0
17718,1,0,0
17719,0,0,1
17720,0,1,1
17721,1,1,0
17722,0,1,1
17723,0,0,1
17724,1,0,0
17725,1,1,0
17726,0,0,1
17727,0,0,1
17728,0,0,1
17729,1,1,0
17730,0,0,1
17731,0,0,1
17732,0,0,1
17733,0,0,1
17734,0,0,1
17735,1,0,0
17736,0,0,1
17737,0,0,1
17738,0,0,1
17739,1,0,0
17740,0,1,0
17741,0,0,1
17742,1,0,0
17743,0,1,1
17744,0,0,1
17745,1,1,0
17746,0,0,1
17747,0,0,1
17748,1,0,0
17749,0,0,1
17750,1,0,0
17751,0,1,1
17752,0,1,0
17753,1,0,0
17754,0,0,1
17755,1,1,0
17756,0,0,1
17757,1,1,0
17758,1,0,0
17759,1,0,0
17760,0,1,0
17761,0,1,0
17762,0,0,1
17763,0,0,1
17764,1,0,0
17765,1,0,0
17766,1,0,0
17767,0,0,1
17768,1,0,0
17769,1,0,0
17770,1,1,1
17771,1,0,0
17772,1,0,0
17773,1,0,0
17774,0,1,0
17775,0,0,1
17776,0,0,1
17777,1,0,0
17778,0,0,1
17779,0,0,1
17780,0,0,1
17781,1,0,0
17782,0,0,1
17783,1,0,0
17784,1,0,0
17785,1,0,0
17786,1,0,0
17787,0,0,1
17788,0,1,0
17789,1,0,0
17790,1,0,0
17791,1,0,0
17792,1,0,0
17793,0,0,1
17794,1,0,0
17795,0,0,1
17796,0,0,1
17797,0,0,1
17798,1,0,0
17799,0,0,1
17800,1,0,0
17801,0,0,1
17802,0,0,1
17803,0,0,1
17804,0,1,0
17805,0,0,1
17806,0,1,0
17807,0,1,0
17808,0,0,1
17809,0,0,1
17810,0,0,1
17811,0,1,0
17812,0,0,1
17813,0,0,1
17814,0,1,0
17815,1,0,0
17816,1,0,1
17817,0,0,1
17818,1,0,0
17819,0,1,1
17820,0,0,1
17821,0,1,0
17822,0,0,1
17823,0,0,1
17824,0,0,1
17825,1,0,0
17826,0,1,0
17827,0,0,1
17828,0,0,1
17829,0,0,1
17830,1,0,0
17831,0,0,1
17832,1,0,0
17833,0,1,0
17834,0,1,0
17835,0,1,0
17836,0,0,1
17837,0,1,1
17838,0,0,1
17839,0,0,1
17840,0,0,1
17841,1,0,0
17842,0,0,1
17843,1,1,0
17844,0,1,0
17845,1,0,0
17846,1,1,0
17847,1,0,0
17848,0,0,1
17849,0,1,0
17850,1,0,0
17851,1,0,0
17852,0,1,0
17853,1,1,0
17854,0,1,1
17855,0,1,0
17856,0,0,1
17857,0,1,0
17858,0,0,1
17859,1,0,0
17860,0,0,1
17861,0,1,0
17862,0,1,0
17863,0,1,0
17864,0,0,1
17865,1,0,0
17866,0,0,1
17867,0,0,1
17868,1,0,0
17869,0,0,1
17870,1,0,0
17871,0,1,0
17872,0,0,1
17873,0,0,1
17874,0,0,1
17875,1,0,0
17876,1,0,0
17877,0,1,1
17878,0,0,1
17879,0,1,0
17880,0,0,1
17881,1,0,0
17882,0,0,1
17883,0,1,0
17884,1,0,1
17885,1,0,0
17886,1,0,0
17887,0,0,1
17888,0,0,1
17889,1,0,0
17890,0,0,1
17891,0,0,1
17892,0,1,0
17893,1,0,0
17894,1,1,0
17895,0,0,1
17896,1,0,0
17897,1,0,0
17898,0,0,1
17899,0,0,1
17900,0,0,1
17901,0,0,1
17902,0,0,1
17903,0,0,1
17904,1,0,0
17905,0,1,0
17906,0,0,1
17907,0,1,0
17908,0,0,1
17909,0,0,1
17910,0,1,0
17911,1,0,0
17912,0,0,1
17913,0,1,0
17914,0,1,0
17915,1,0,0
17916,1,0,0
17917,0,1,0
17918,0,0,1
17919,0,0,1
17920,1,0,0
17921,0,1,0
17922,1,0,0
17923,1,0,0
17924,0,1,1
17925,1,0,0
17926,1,1,0
17927,0,0,1
17928,0,0,1
17929,0,1,0
17930,0,0,1
17931,0,0,1
17932,1,0,0
17933,0,0,1
17934,0,0,1
17935,0,0,1
17936,0,1,0
17937,1,0,0
17938,0,0,1
17939,0,1,0
17940,1,0,0
17941,0,1,0
17942,0,0,1
17943,0,1,0
17944,0,0,1
17945,0,0,1
17946,0,1,1
17947,0,0,1
17948,0,0,1
17949,1,0,0
17950,1,0,0
17951,1,0,0
17952,1,1,0
17953,1,0,0
17954,0,0,1
17955,0,1,0
17956,1,0,1
17957,1,0,0
17958,0,0,1
17959,0,0,1
17960,0,1,1
17961,0,0,1
17962,0,0,1
17963,0,0,1
17964,0,0,1
17965,1,0,0
17966,1,0,0
17967,1,0,0
17968,1,0,0
17969,0,0,1
17970,0,1,1
17971,0,0,1
17972,0,0,1
17973,0,0,1
17974,0,0,1
17975,0,0,1
17976,0,0,1
17977,1,0,0
17978,0,1,0
17979,0,0,1
17980,1,0,0
17981,0,0,1
17982,1,0,0
17983,0,1,0
17984,0,1,0
17985,1,0,0
17986,0,1,0
17987,1,0,0
17988,1,0,0
17989,1,0,0
17990,1,0,0
17991,1,0,0
17992,0,1,0
17993,1,0,1
17994,1,0,0
17995,0,1,0
17996,0,0,1
17997,0,0,1
17998,0,0,1
17999,0,0,1
18000,1,0,0
18001,0,0,1
18002,0,0,1
18003,0,0,1
18004,0,0,1
18005,1,0,0
18006,0,0,1
18007,0,1,0
18008,0,0,1
18009,1,0,0
18010,0,1,0
18011,0,1,0
18012,0,0,1
18013,0,1,0
18014,1,0,0
18015,1,0,0
18016,0,0,1
18017,1,1,0
18018,0,0,1
18019,0,0,1
18020,0,0,1
18021,0,1,0
18022,1,0,0
18023,0,0,1
18024,0,0,1
18025,0,0,1
18026,0,0,1
18027,0,0,1
18028,0,0,1
18029,0,0,1
18030,0,0,1
18031,0,1,0
18032,0,1,0
18033,1,0,0
18034,1,0,0
18035,1,0,0
18036,1,0,0
18037,1,0,0
18038,1,0,0
18039,0,0,1
18040,0,0,1
18041,0,0,1
18042,1,0,0
18043,0,0,1
18044,1,0,0
18045,0,0,1
18046,1,0,0
18047,0,0,1
18048,0,0,1
18049,0,0,1
18050,1,1,0
18051,0,0,1
18052,0,0,1
18053,0,0,1
18054,0,0,1
18055,0,0,1
18056,0,0,1
18057,1,0,1
18058,1,0,0
18059,0,0,1
18060,0,0,1
18061,0,0,1
18062,0,1,0
18063,0,0,1
18064,1,0,0
18065,0,0,1
18066,1,0,0
18067,1,0,0
18068,1,0,0
18069,1,0,0
18070,0,0,1
18071,1,0,0
18072,1,0,0
18073,1,1,1
18074,1,0,0
18075,0,0,1
18076,1,0,0
18077,0,0,1
18078,0,0,1
18079,0,0,1
18080,0,1,1
18081,0,0,1
18082,0,0,1
18083,1,0,1
18084,0,0,1
18085,0,0,1
18086,0,0,1
18087,1,0,0
18088,0,1,0
18089,1,0,0
18090,0,1,0
18091,1,0,0
18092,0,1,0
18093,0,1,0
18094,0,1,0
18095,0,1,0
18096,0,0,1
18097,1,0,0
18098,0,1,0
18099,0,0,1
18100,1,0,0
18101,0,1,0
18102,1,0,0
18103,0,1,0
18104,0,1,0
18105,0,1,0
18106,0,0,1
18107,0,0,1
18108,1,0,0
18109,1,0,0
18110,1,0,0
18111,0,0,1
18112,0,0,1
18113,1,1,0
18114,0,0,1
18115,0,1,0
18116,0,1,0
18117,0,0,1
18118,0,1,0
18119,0,0,1
18120,0,0,1
18121,0,0,1
18122,0,0,1
18123,0,0,1
18124,0,1,0
18125,0,0,1
18126,0,0,1
18127,0,0,1
18128,0,0,1
18129,0,0,1
18130,1,0,0
18131,1,0,0
18132,0,0,1
18133,1,0,1
18134,1,1,0
18135,0,0,1
18136,1,0,0
18137,1,0,0
18138,1,1,0
18139,1,0,0
18140,0,1,0
18141,1,0,0
18142,1,0,0
18143,0,0,1
18144,0,0,1
18145,0,1,0
18146,1,0,0
18147,0,1,1
18148,0,1,1
18149,0,1,1
18150,0,1,0
18151,0,0,1
18152,0,0,1
18153,0,0,1
18154,1,0,0
18155,0,0,1
18156,0,0,1
18157,1,0,0
18158,0,1,0
18159,1,0,0
18160,0,0,1
18161,0,0,1
18162,1,0,0
18163,1,0,0
18164,0,1,1
18165,0,0,1
18166,1,0,0
18167,0,0,1
18168,0,1,0
18169,0,1,0
18170,1,0,0
18171,1,0,0
18172,0,0,1
18173,1,0,0
18174,0,0,1
18175,0,1,0
18176,1,1,0
18177,1,0,0
18178,1,0,1
18179,1,1,0
18180,0,1,0
18181,0,1,0
18182,0,0,1
18183,1,0,0
18184,1,0,0
18185,0,0,1
18186,0,0,1
18187,0,0,1
18188,0,0,1
18189,0,0,1
18190,1,0,0
18191,1,0,0
18192,0,1,0
18193,0,0,1
18194,0,0,1
18195,0,0,1
18196,1,0,0
18197,1,0,0
18198,0,0,1
18199,1,0,0
18200,0,1,0
18201,0,1,0
18202,1,0,0
18203,0,0,1
18204,0,0,1
18205,0,0,1
18206,0,0,1
18207,1,0,0
18208,0,0,1
18209,0,1,0
18210,0,0,1
18211,0,0,1
18212,0,0,1
18213,1,0,0
18214,0,0,1
18215,0,0,1
18216,0,1,0
18217,1,0,0
18218,1,0,0
18219,0,0,1
18220,0,1,0
18221,0,1,1
18222,0,1,0
18223,0,0,1
18224,0,0,1
18225,1,0,0
18226,1,1,1
18227,1,0,0
18228,1,0,0
18229,0,0,1
18230,0,0,1
18231,0,0,1
18232,0,0,1
18233,0,0,1
18234,0,0,1
18235,0,0,1
18236,0,1,0
18237,0,0,1
18238,0,1,0
18239,1,0,0
18240,0,0,1
18241,0,0,1
18242,0,0,1
18243,0,0,1
18244,0,0,1
18245,0,1,0
18246,0,0,1
18247,0,0,1
18248,0,1,0
18249,0,0,1
18250,1,0,0
18251,1,0,0
18252,0,0,1
18253,0,0,1
18254,0,0,1
18255,0,0,1
18256,1,0,1
18257,0,0,1
18258,0,1,0
18259,1,0,0
18260,0,1,0
18261,0,1,1
18262,1,1,0
18263,1,0,0
18264,1,0,0
18265,1,0,0
18266,0,1,0
18267,0,0,1
18268,1,0,0
18269,0,0,1
18270,1,0,0
18271,1,0,0
18272,1,0,0
18273,0,0,1
18274,1,0,0
18275,0,0,1
18276,1,0,0
18277,0,1,0
18278,1,0,0
18279,0,1,0
18280,0,1,0
18281,0,1,0
18282,0,1,0
18283,0,0,1
18284,0,1,0
18285,1,1,0
18286,0,0,1
18287,0,0,1
18288,1,0,0
18289,1,0,0
18290,0,0,1
18291,1,0,0
18292,0,1,0
18293,0,0,1
18294,1,0,0
18295,0,0,1
18296,0,1,0
18297,1,1,0
18298,1,0,0
18299,1,0,0
18300,1,0,0
18301,0,1,0
18302,0,0,1
18303,0,0,1
18304,0,1,0
18305,0,0,1
18306,1,0,0
18307,1,0,0
18308,0,0,1
18309,1,0,1
18310,0,1,0
18311,0,0,1
18312,0,1,1
18313,0,0,1
18314,0,0,1
18315,0,1,0
18316,0,0,1
18317,1,0,0
18318,1,1,0
18319,0,0,1
18320,1,0,0
18321,0,0,1
18322,0,1,0
18323,1,0,0
18324,0,0,1
18325,0,0,1
18326,0,0,1
18327,0,0,1
18328,0,0,1
18329,0,1,1
18330,0,0,1
18331,0,0,1
18332,0,0,1
18333,1,0,0
18334,0,0,1
18335,0,0,1
18336,0,1,0
18337,0,1,0
18338,0,0,1
18339,0,0,1
18340,0,0,1
18341,1,0,1
18342,0,1,0
18343,0,0,1
18344,0,1,0
18345,1,0,0
18346,1,0,1
18347,0,0,1
18348,0,0,1
18349,0,0,1
18350,1,0,0
18351,0,0,1
18352,0,0,1
18353,0,0,1
18354,1,0,0
18355,1,0,0
18356,1,0,0
18357,0,0,1
18358,1,0,0
18359,0,0,1
18360,1,0,0
18361,0,0,1
18362,0,0,1
18363,1,1,0
18364,1,0,0
18365,1,1,0
18366,0,0,1
18367,0,1,0
18368,1,0,0
18369,0,0,1
18370,1,0,0
18371,0,0,1
18372,0,0,1
18373,0,0,1
18374,0,0,1
18375,1,0,0
18376,0,1,0
18377,0,0,1
18378,0,0,1
18379,0,1,0
18380,0,1,0
18381,1,0,0
18382,1,0,0
18383,0,0,1
18384,0,0,1
18385,0,0,1
18386,0,0,1
18387,0,1,0
18388,0,1,0
18389,1,1,1
18390,0,0,1
18391,0,1,0
18392,1,0,0
18393,1,0,0
18394,1,0,1
18395,0,0,1
18396,0,0,1
18397,0,0,1
18398,0,0,1
18399,1,0,0
18400,1,0,0
18401,0,0,1
18402,0,1,0
18403,0,0,1
18404,1,0,0
18405,0,0,1
18406,0,1,0
18407,0,0,1
18408,0,1,0
18409,0,1,0
18410,0,0,1
18411,0,0,1
18412,0,0,1
18413,0,0,1
18414,1,0,1
18415,1,0,0
18416,1,0,0
18417,0,1,0
18418,0,1,0
18419,0,0,1
18420,1,0,0
18421,0,0,1
18422,0,0,1
18423,0,0,1
18424,1,0,0
18425,0,0,1
18426,0,0,1
18427,0,0,1
18428,0,0,1
18429,1,0,0
18430,1,0,0
18431,0,0,1
18432,0,0,1
18433,0,1,0
18434,0,0,1
18435,0,0,1
18436,0,1,0
18437,1,0,0
18438,0,1,0
18439,0,0,1
18440,0,0,1
18441,1,0,0
18442,0,0,1
18443,1,0,0
18444,1,0,0
18445,0,0,1
18446,0,0,1
18447,0,0,1
18448,0,0,1
18449,1,0,0
18450,0,1,0
18451,1,0,0
18452,0,0,1
18453,0,1,1
18454,1,0,0
18455,0,1,0
18456,0,1,0
18457,0,1,0
18458,1,0,0
18459,1,0,0
18460,0,1,1
18461,0,0,1
18462,1,0,0
18463,0,1,0
18464,0,0,1
18465,0,0,1
18466,0,1,0
18467,0,1,0
18468,0,0,1
18469,0,0,1
18470,1,0,0
18471,0,0,1
18472,0,0,1
18473,1,0,0
18474,0,1,1
18475,0,0,1
18476,0,1,0
18477,0,0,1
18478,0,0,1
18479,0,1,0
18480,1,0,0
18481,1,0,0
18482,1,0,0
18483,0,0,1
18484,0,0,1
18485,1,0,0
18486,1,0,0
18487,1,0,0
18488,1,0,0
18489,0,0,1
18490,1,0,0
18491,0,0,1
18492,0,0,1
18493,0,0,1
18494,0,0,1
18495,0,0,1
18496,0,1,0
18497,0,1,0
18498,0,0,1
18499,1,0,0
18500,0,1,0
18501,0,0,1
18502,1,0,0
18503,0,0,1
18504,0,0,1
18505,1,0,0
18506,0,1,1
18507,1,0,0
18508,0,1,0
18509,0,0,1
18510,0,0,1
18511,0,0,1
18512,0,0,1
18513,1,0,0
18514,0,0,1
18515,1,1,0
18516,0,0,1
18517,0,0,1
18518,1,0,0
18519,1,0,0
18520,0,0,1
18521,1,0,0
18522,0,0,1
18523,0,1,0
18524,0,0,1
18525,0,0,1
18526,0,1,1
18527,0,1,0
18528,0,1,0
18529,0,1,0
18530,1,0,0
18531,0,0,1
18532,0,0,1
18533,0,1,0
18534,0,1,0
18535,0,0,1
18536,1,0,0
18537,0,1,0
18538,1,0,0
18539,1,0,0
18540,0,0,1
18541,0,0,1
18542,1,0,0
18543,1,0,0
18544,0,0,1
18545,0,0,1
18546,0,0,1
18547,0,0,1
18548,0,0,1
18549,1,0,0
18550,0,1,1
18551,0,0,1
18552,0,0,1
18553,1,0,1
18554,0,1,0
18555,1,0,0
18556,0,0,1
18557,0,1,0
18558,0,0,1
18559,0,0,1
18560,0,0,1
18561,0,0,1
18562,0,0,1
18563,0,0,1
18564,1,0,0
18565,0,0,1
18566,1,0,0
18567,1,0,0
18568,0,1,0
18569,0,0,1
18570,0,0,1
18571,0,0,1
18572,0,1,0
18573,0,0,1
18574,0,1,1
18575,0,0,1
18576,1,0,0
18577,0,0,1
18578,0,0,1
18579,0,1,1
18580,1,0,0
18581,0,0,1
18582,1,0,0
18583,0,0,1
18584,0,0,1
18585,1,0,0
18586,1,0,0
18587,1,0,0
18588,0,1,0
18589,1,0,0
18590,0,0,1
18591,0,1,0
18592,1,0,0
18593,1,0,0
18594,0,0,1
18595,0,1,0
18596,0,0,1
18597,0,0,1
18598,0,1,0
18599,1,0,0
18600,0,0,1
18601,0,1,0
18602,0,0,1
18603,1,0,0
18604,1,0,0
18605,0,0,1
18606,0,0,1
18607,1,0,1
18608,0,0,1
18609,0,0,1
18610,0,0,1
18611,0,0,1
18612,0,0,1
18613,0,0,1
18614,1,0,0
18615,1,0,0
18616,0,0,1
18617,0,1,0
18618,0,0,1
18619,0,0,1
18620,0,0,1
18621,1,0,0
18622,1,1,0
18623,1,0,0
18624,0,1,0
18625,0,0,1
18626,0,0,1
18627,1,0,0
18628,0,1,0
18629,0,1,1
18630,0,0,1
18631,0,0,1
18632,0,1,0
18633,1,0,0
18634,1,0,0
18635,0,1,0
18636,0,1,0
18637,0,1,0
18638,0,0,1
18639,0,0,1
18640,1,1,0
18641,1,0,0
18642,1,0,0
18643,1,0,0
18644,1,0,0
18645,0,0,1
18646,1,0,0
18647,0,1,0
18648,1,1,0
18649,0,1,0
18650,0,1,1
18651,1,0,0
18652,0,0,1
18653,0,0,1
18654,0,0,1
18655,0,0,1
18656,0,0,1
18657,0,0,1
18658,0,0,1
18659,1,0,1
18660,1,0,0
18661,1,0,0
18662,1,0,0
18663,0,0,1
18664,0,0,1
18665,0,0,1
18666,0,1,0
18667,0,0,1
18668,0,0,1
18669,0,0,1
18670,0,0,1
18671,0,0,1
18672,0,1,1
18673,1,0,0
18674,1,0,1
18675,0,0,1
18676,0,0,1
18677,1,0,0
18678,1,0,0
18679,1,0,0
18680,0,0,1
18681,0,1,0
18682,1,1,1
18683,1,0,0
18684,0,1,0
18685,0,0,1
18686,1,0,0
18687,1,0,0
18688,1,0,0
18689,0,1,1
18690,0,1,1
18691,1,0,0
18692,1,0,0
18693,1,0,0
18694,1,0,0
18695,1,0,0
18696,0,1,0
18697,0,0,1
18698,0,1,0
18699,0,0,1
18700,0,0,1
18701,0,1,1
18702,0,0,1
18703,0,0,1
18704,0,0,1
18705,0,1,0
18706,1,0,0
18707,0,1,0
18708,0,0,1
18709,0,1,0
18710,0,1,0
18711,0,0,1
18712,1,0,0
18713,1,0,0
18714,0,0,1
18715,1,0,1
18716,0,1,1
18717,0,0,1
18718,1,0,1
18719,0,0,1
18720,0,0,1
18721,0,0,1
18722,1,0,0
18723,0,1,1
18724,0,1,0
18725,1,0,0
18726,0,1,0
18727,1,0,0
18728,1,0,0
18729,0,0,1
18730,0,0,1
18731,1,0,0
18732,1,0,0
18733,0,1,1
18734,0,0,1
18735,0,1,1
18736,1,0,1
18737,1,1,0
18738,0,1,1
18739,0,1,0
18740,0,1,0
18741,0,0,1
18742,0,1,0
18743,0,0,1
18744,0,0,1
18745,0,1,0
18746,0,0,1
18747,1,0,0
18748,0,0,1
18749,0,0,1
18750,1,1,0
18751,1,0,0
18752,0,0,1
18753,0,0,1
18754,0,0,1
18755,0,1,0
18756,1,0,0
18757,0,0,1
18758,0,1,0
18759,0,0,1
18760,0,0,1
18761,0,1,0
18762,0,1,0
18763,0,0,1
18764,0,0,1
18765,0,0,1
18766,0,1,1
18767,1,0,0
18768,0,0,1
18769,1,0,0
18770,0,1,1
18771,0,1,0
18772,0,0,1
18773,0,0,1
18774,0,1,1
18775,0,1,0
18776,1,0,0
18777,0,0,1
18778,0,0,1
18779,0,0,1
18780,0,0,1
18781,1,1,0
18782,0,0,1
18783,0,1,0
18784,0,0,1
18785,0,1,0
18786,1,0,0
18787,0,0,1
18788,0,1,0
18789,0,0,1
18790,0,0,1
18791,1,0,0
18792,0,1,0
18793,0,0,1
18794,1,1,0
18795,1,0,0
18796,1,0,0
18797,0,1,0
18798,0,1,1
18799,0,0,1
18800,1,1,0
18801,0,0,1
18802,1,0,0
18803,0,1,0
18804,0,0,1
18805,1,0,0
18806,0,1,0
18807,1,0,0
18808,0,0,1
18809,0,0,1
18810,0,0,1
18811,1,0,0
18812,0,0,1
18813,0,0,1
18814,1,0,0
18815,0,1,0
18816,0,0,1
18817,0,1,0
18818,1,0,1
18819,1,1,0
18820,0,0,1
18821,0,0,1
18822,0,0,1
18823,1,0,0
18824,1,0,0
18825,0,0,1
18826,0,0,1
18827,1,0,0
18828,0,1,1
18829,0,0,1
18830,0,1,0
18831,0,1,0
18832,0,0,1
18833,0,0,1
18834,0,0,1
18835,1,0,0
18836,1,0,0
18837,0,0,1
18838,0,0,1
18839,0,1,1
18840,0,1,0
18841,1,0,0
18842,0,0,1
18843,1,0,0
18844,1,0,0
18845,0,1,0
18846,1,0,0
18847,0,0,1
18848,1,0,0
18849,1,0,0
18850,0,1,0
18851,1,0,0
18852,1,0,0
18853,0,0,1
18854,0,0,1
18855,0,0,1
18856,0,0,1
18857,0,0,1
18858,0,0,1
18859,1,0,0
18860,0,0,1
18861,0,0,1
18862,0,0,1
18863,0,0,1
18864,1,0,0
18865,1,0,0
18866,1,0,0
18867,0,1,0
18868,1,0,0
18869,0,1,0
18870,0,1,1
18871,1,0,0
18872,0,0,1
18873,0,1,0
18874,1,0,0
18875,0,1,0
18876,0,0,1
18877,0,0,1
18878,0,1,0
18879,0,0,1
18880,1,0,0
18881,0,0,1
18882,0,0,1
18883,0,1,1
18884,0,1,0
18885,1,0,0
18886,1,0,0
18887,1,1,0
18888,1,0,0
18889,1,1,1
18890,1,0,0
18891,0,0,1
18892,0,0,1
18893,0,0,1
18894,1,0,0
18895,1,0,0
18896,0,0,1
18897,1,0,0
18898,0,0,1
18899,0,0,1
18900,1,0,0
18901,0,0,1
18902,0,0,1
18903,1,0,0
18904,0,0,1
18905,1,1,0
18906,0,0,1
