"quote_id","crime_index"
17163,"48.36"
17164,"75.4"
17165,"23.5, 44.3"
17166,"47.7"
17167,"47.1"
17168,"48.36"
17169,"35.6604651162791"
17170,"42.2"
17171,"47.1"
17172,"55.3, 25.3"
17173,"49.3"
17174,"48.36"
17175,"48.36"
17176,"49.3"
17177,"47.8"
17178,"38.216"
17179,"47.4"
17180,"48.36"
17181,"47.7"
17182,"47.7, 20.96"
17183,"35.6604651162791, 37.9"
17184,"46.1"
17185,"37.9"
17186,"46.5"
17187,"22.6"
17188,"38.216"
17189,"37.9, 22.6"
17190,"45.2, 22.6"
17191,"37.9"
17192,"42.2"
17193,"37.9"
17194,"46.1"
17195,"35.6604651162791"
17196,"22.6"
17197,"52.8, 42.2"
17198,"22.6, 21.62"
17199,"26.3, 47.4, 31.2, 38.9"
17200,"44.3, 42.1"
17201,"24.9"
17202,"47.1"
17203,"59.3"
17204,"47.1"
17205,"49.3"
17206,"22.6"
17207,"47.1"
17208,"35.6604651162791"
17209,"47.4"
17210,"35.6604651162791"
17211,"47.1"
17212,"45.2"
17213,"54.78"
17214,"38.216"
17215,"24.9"
17216,"37.9, 48.36, 23.5, 15.05, 42.2"
17217,"22.6"
17218,"35.6604651162791"
17219,"46.5, 36.2, 15.6"
17220,"47.4"
17221,"47.1"
17222,"46.5, 47.4"
17223,"48.36"
17224,"42.8"
17225,"49.3"
17226,"22.6"
17227,"50.7"
17228,"42.8"
17229,"38.9, 25.3"
17230,"47.1, 22.6"
17231,"22.6"
17232,"37.9"
17233,"24.9"
17234,"44.3"
17235,"47.1"
17236,"68.86"
17237,"47.4, 38.9, 25.3, 47.3, 25.4, 49.3"
17238,"42.8"
17239,"46.1"
17240,"37.9, 75.4"
17241,"47.1"
17242,"15.05"
17243,"48.36"
17244,"36.82, 68.86, 49.3"
17245,"22.6"
17246,"48.36"
17247,"39.51"
17248,"42.1"
17249,"47.1"
17250,"45.2, 49.3"
17251,"24.9"
17252,"42.8"
17253,"48.36"
17254,"22.6"
17255,"45.2"
17256,"22.6"
17257,"35.6604651162791, 45.2, 61.2, 37.9"
17258,"35.6604651162791"
17259,"22.6"
17260,"37.9"
17261,"47.1"
17262,"64.17"
17263,"47.7"
17264,"37.9"
17265,"47.3"
17266,"33.81, 51.7308333333333"
17267,"42.2"
17268,"48.36"
17269,"47.7"
17270,"22.6"
17271,"22.6"
17272,"46.1"
17273,"22.6, 16.3, 35.6604651162791, 47.4"
17274,"44.3"
17275,"55.3, 38.9"
17276,"49.3"
17277,"22.6"
17278,"47.3"
17279,"49.3, 56.5"
17280,"38.216"
17281,"47.1"
17282,"49.3"
17283,"47.1"
17284,"49.3"
17285,"47.1"
17286,"48.36"
17287,"47.4, 55.3"
17288,"47.4"
17289,"47.7"
17290,"38.9"
17291,"44.3"
17292,"57.3"
17293,"47.7"
17294,"37.9"
17295,"64.17, 36.28"
17296,"45.6161971830986"
17297,"46.1, 50.7, 23.5"
17298,"47.1"
17299,"47.4, 38.9, 33.7, 26.3, 29.3"
17300,"35.6604651162791"
17301,"51.7308333333333"
17302,"37.9"
17303,"36.2, 46.5"
17304,"47.3"
17305,"46.1"
17306,"38.9, 26.8"
17307,"47.1"
17308,"47.1"
17309,"47.1, 29.98"
17310,"42.06"
17311,"48.36"
17312,"46.1"
17313,"42.2, 52.8"
17314,"55.3, 38.9, 26.3, 47.4"
17315,"47.4"
17316,"47.3"
17317,"55.3, 47.4"
17318,"38.9"
17319,"37.9"
17320,"47.1"
17321,"42.2"
17322,"47.1"
17323,"68.86, 49.3"
17324,"36.2"
17325,"23.5, 75.4"
17326,"15.6, 47.3, 41.2"
17327,"42.8"
17328,"22.6, 24.9"
17329,"46.1"
17330,"64.17"
17331,"36.2"
17332,"49.3"
17333,"37.9"
17334,"22.6"
17335,"47.1"
17336,"38.216"
17337,"42.8"
17338,"55.3, 47.3"
17339,"22.6"
17340,"46.1"
17341,"23.5"
17342,"38.9, 47.4, 46.7, 26.3"
17343,"22.6"
17344,"47.4, 36.2, 47.3"
17345,"47.1"
17346,"51.7308333333333"
17347,"48.36"
17348,"35.6604651162791"
17349,"47.1"
17350,"47.7"
17351,"36.28, 64.17"
17352,"42.06"
17353,"35.6604651162791"
17354,"37.9"
17355,"45.2, 26.3, 38.9, 29.3, 33.7, 26.8, 37.9"
17356,"47.3, 55.3, 25.3"
17357,"48.36"
17358,"48.36"
17359,"42.1"
17360,"22.6"
17361,"47.4"
17362,"49.3"
17363,"49.3"
17364,"47.1"
17365,"48.36"
17366,"48.36"
17367,"68.86, 49.3"
17368,"47.3, 15.6, 42.1"
17369,"42.8"
17370,"47.1"
17371,"37.9"
17372,"47.1"
17373,"26.3, 38.9, 26.8, 29.3, 31.1, 33.7, 47.3"
17374,"47.1"
17375,"78.3, 44.3"
17376,"48.36"
17377,"47.1"
17378,"37.9, 50.7"
17379,"24.9"
17380,"64.17"
17381,"35.6604651162791"
17382,"22.6"
17383,"61.3"
17384,"46.1, 42.2"
17385,"47.4"
17386,"49.3"
17387,"64.17"
17388,"57.3"
17389,"47.5"
17390,"50.7"
17391,"47.1"
17392,"49.3"
17393,"47.1"
17394,"46.7, 47.3, 55.3"
17395,"55.3"
17396,"26.3, 47.4"
17397,"22.6"
17398,"23.5"
17399,"37.9"
17400,"48.36"
17401,"45.2"
17402,"37.9"
17403,"21.62"
17404,"55.3, 25.3, 47.3, 26, 46.7"
17405,"49.3"
17406,"22.6"
17407,"24.9"
17408,"42.2"
17409,"47.1"
17410,"37.9, 47.1"
17411,"47.1"
17412,"51.7308333333333"
17413,"35.6604651162791, 23.5"
17414,"25.3"
17415,"35.6604651162791"
17416,"48.36"
17417,"49.3"
17418,"22.6"
17419,"47.1"
17420,"47.7"
17421,"42.8"
17422,"22.6"
17423,"46.1"
17424,"42.2"
17425,"47.1"
17426,"47.7"
17427,"47.7"
17428,"48.36"
17429,"68.86, 49.3"
17430,"22.6, 24.9"
17431,"79.7"
17432,"75.4"
17433,"37.9"
17434,"22.6"
17435,"45.2"
17436,"23.5, 44.3"
17437,"42.8"
17438,"51.7308333333333"
17439,"42.8"
17440,"48.36"
17441,"23.5"
17442,"42.2"
17443,"47.1"
17444,"32.6, 48.4, 26.3"
17445,"37.9"
17446,"42.2"
17447,"47.4"
17448,"30.7"
17449,"35.6604651162791"
17450,"49.3"
17451,"46.1"
17452,"46.1"
17453,"21.62, 24.9"
17454,"48.36"
17455,"22.6"
17456,"47.1"
17457,"36.28"
17458,"44.3, 42.2"
17459,"48.36"
17460,"15.05, 24.9, 37.9, 52.8, 42.2, 50.7, 23.5, 21.62, 22.6"
17461,"57.3"
17462,"47.1, 59.3"
17463,"47.3"
17464,"47.1"
17465,"35.6604651162791"
17466,"38.216, 37.9"
17467,"47.3"
17468,"35.6604651162791, 38.9"
17469,"47.1"
17470,"23.5"
17471,"75.4"
17472,"47.1"
17473,"26, 24.2, 37.1, 40, 38, 41, 45.6"
17474,"22.6, 42.2, 23.5"
17475,"39.51"
17476,"46.7"
17477,"46.1"
17478,"47.3, 31.2"
17479,"47.4, 48.4"
17480,"49.3"
17481,"22.6, 24.9"
17482,"47.1"
17483,"46.1"
17484,"47.1"
17485,"64.17, 36.28"
17486,"37.9"
17487,"24.9, 37.9"
17488,"45.6, 38, 46.7, 40.9"
17489,"57.3"
17490,"40.9"
17491,"38.216"
17492,"48.36"
17493,"46.1"
17494,"46.1"
17495,"35.6604651162791"
17496,"22.6"
17497,"48.36"
17498,"45.2"
17499,"46.7, 23.5"
17500,"45.2, 49.3"
17501,"42.2, 63.4"
17502,"55.3"
17503,"37.9, 50.7"
17504,"59.5, 67.8, 62.1"
17505,"42.1"
17506,"22.6"
17507,"75.4"
17508,"46.1"
17509,"63.8363636363636, 49.3"
17510,"36.2, 55.3, 47.3, 26, 46.7, 38.9, 53.29"
17511,"42.2"
17512,"45.2"
17513,"22.6"
17514,"48.36"
17515,"46.1"
17516,"48.36"
17517,"55.3"
17518,"46.1"
17519,"25.3, 55.3, 47.4, 46.5"
17520,"50.7"
17521,"23.5, 15.6"
17522,"21.62"
17523,"22.6"
17524,"42.2"
17525,"47.7"
17526,"36.2"
17527,"51.7308333333333"
17528,"49.3"
17529,"22.6, 24.9"
17530,"22.6"
17531,"38.216, 46.1"
17532,"16.7"
17533,"57.3"
17534,"47.7"
17535,"22.6"
17536,"37.9"
17537,"75.4"
17538,"37.9"
17539,"47.1"
17540,"47.4"
17541,"44.3"
17542,"42.1"
17543,"49.3"
17544,"22.6"
17545,"47.7"
17546,"47.4"
17547,"25.3, 47.4, 26.3"
17548,"38.216"
17549,"35.6604651162791, 38.216"
17550,"26, 46.7, 41.2"
17551,"42.8"
17552,"45.2"
17553,"36.2"
17554,"57.3"
17555,"35.6604651162791"
17556,"41.61"
17557,"42.2"
17558,"45.2, 49.3"
17559,"47.74, 47.7, 45.59, 20.96"
17560,"47.1"
17561,"37.9"
17562,"49.3"
17563,"42.2"
17564,"47.1"
17565,"22.6"
17566,"35.6604651162791"
17567,"46.5, 26.8"
17568,"48.36"
17569,"37.9"
17570,"47.7"
17571,"49.3"
17572,"44.39"
17573,"22.6, 23.5"
17574,"47.7"
17575,"75.4"
17576,"40.9"
17577,"47.7"
17578,"47.4, 26, 55.3, 46.7, 26.3, 36.2"
17579,"40.9"
17580,"23.5"
17581,"55.3, 38.9, 26.3, 25.3"
17582,"47.1, 22.6, 24.9, 42.2, 21.62, 46.1"
17583,"42.2"
17584,"56.02"
17585,"47.1"
17586,"35.6604651162791"
17587,"49.3"
17588,"46.1, 42.2"
17589,"57.3"
17590,"36.2"
17591,"63.4"
17592,"22.6"
17593,"47.1"
17594,"21.62, 22.6"
17595,"22.6"
17596,"38.216"
17597,"16.3"
17598,"29.98"
17599,"42.8, 22.6"
17600,"48.36"
17601,"24.9"
17602,"22.6"
17603,"52.2, 60.9, 56.4, 80.55"
17604,"48.36"
17605,"37.9"
17606,"22.6"
17607,"48.36"
17608,"64.2, 10"
17609,"49.3"
17610,"47.1, 64.17"
17611,"44.3, 21.62, 23.5"
17612,"45.2"
17613,"22.6"
17614,"48.36"
17615,"46.1"
17616,"22.6"
17617,"23.5"
17618,"47.1"
17619,"35.6604651162791"
17620,"47.1"
17621,"42.2"
17622,"55.3"
17623,"42.2"
17624,"46.1"
17625,"22.6"
17626,"38.216"
17627,"64.2"
17628,"22.6, 24.9"
17629,"38.9"
17630,"47.1"
17631,"37.9"
17632,"52.8"
17633,"48.36"
17634,"46.1"
17635,"65.6, 59.3, 49.3"
17636,"75.4"
17637,"49.3"
17638,"47.7"
17639,"29.3, 25.3"
17640,"42.2"
17641,"49.3"
17642,"22.6"
17643,"24.9"
17644,"22.6"
17645,"22.6, 24.9"
17646,"22.6, 37.9, 47.7, 46.1"
17647,"16.3, 44.3"
17648,"49.3, 47.4, 55.3"
17649,"50.7, 44.3"
17650,"46.7"
17651,"47.1"
17652,"48.36"
17653,"42.8, 22.6, 15.05"
17654,"47.1, 32.18"
17655,"26.3, 32.6, 38.9"
17656,"22.6"
17657,"49.3, 47.4, 55.3, 38.9, 25.3, 26.3"
17658,"37.9"
17659,"47.4"
17660,"24.9"
17661,"57.3"
17662,"47.1"
17663,"36.2"
17664,"57.3"
17665,"42.8"
17666,"47.5"
17667,"37.9, 52.8, 42.2, 23.5"
17668,"22.6"
17669,"23.5, 21.62"
17670,"37.9"
17671,"47.4, 36.2, 47.3"
17672,"36.28"
17673,"48.36"
17674,"22.6"
17675,"42.8"
17676,"37.9"
17677,"24.9"
17678,"47.1, 29.98"
17679,"35.6604651162791"
17680,"61.2, 68.86"
17681,"24.9"
17682,"47.4"
17683,"48.36"
17684,"45.2"
17685,"75.4"
17686,"47.3, 26.3"
17687,"36.28, 64.17"
17688,"48.36"
17689,"46.1"
17690,"46.1"
17691,"37.9, 42.2, 52.8"
17692,"42.8"
17693,"44.3"
17694,"23.79"
17695,"48.36"
17696,"47.7"
17697,"64.17, 36.28"
17698,"44.3"
17699,"22.6"
17700,"48.36"
17701,"22.6"
17702,"55.3"
17703,"79.7"
17704,"35.6604651162791, 25.3"
17705,"42.8"
17706,"47.1, 47.7"
17707,"24.9, 21.62"
17708,"38.9, 29.3, 31.1, 26.3, 47.4, 23.5"
17709,"50.7, 23.5, 42.2"
17710,"35.6604651162791, 38.216"
17711,"75.4"
17712,"37.9"
17713,"36.2, 31.2"
17714,"37.9"
17715,"49.3"
17716,"48.36"
17717,"22.6, 24.9"
17718,"79.7"
17719,"23.5"
17720,"22.6, 36.82, 49.3"
17721,"37.9, 22.6"
17722,"35.6604651162791, 55.3, 25.4, 38.9, 47.4"
17723,"22.6"
17724,"57.3"
17725,"46.1, 22.6, 37.9"
17726,"37.9"
17727,"48.36"
17728,"23.5, 42.2, 37.9, 50.7, 21.62"
17729,"23.5, 22.6"
17730,"51.7308333333333, 64.17, 36.28"
17731,"47.4"
17732,"47.7"
17733,"42.2"
17734,"35.6604651162791"
17735,"47.1"
17736,"48.36"
17737,"44.3"
17738,"24.9"
17739,"47.1"
17740,"46.7"
17741,"38.9"
17742,"42.2"
17743,"44.3, 37.7"
17744,"57.3"
17745,"42.2, 37.9, 23.5"
17746,"47.1"
17747,"49.3"
17748,"49.3"
17749,"55.3, 47.4"
17750,"57.3"
17751,"26.3, 46.5, 37.9, 55.3, 49.2, 25.3"
17752,"47.7"
17753,"47.4"
17754,"22.6"
17755,"37.9, 55.3, 47.4, 23.5"
17756,"49.3"
17757,"16.7, 47.4"
17758,"57.3"
17759,"47.7"
17760,"36.2"
17761,"42.2"
17762,"47.5"
17763,"49.3"
17764,"47.5"
17765,"47.4"
17766,"47.1"
17767,"44.3"
17768,"46.1, 49.3, 32.4"
17769,"38.216"
17770,"47.7, 30.5, 31.2, 54, 45.9"
17771,"48.36"
17772,"22.6"
17773,"47.1"
17774,"22.6, 23.5"
17775,"47.1"
17776,"47.7"
17777,"24.9"
17778,"22.6"
17779,"56.4"
17780,"46.1"
17781,"47.7"
17782,"59.3"
17783,"47.1"
17784,"47.1"
17785,"47.1"
17786,"37.9"
17787,"46.1"
17788,"47.7"
17789,"37.9"
17790,"45.2"
17791,"42.2"
17792,"35.6604651162791"
17793,"49.3"
17794,"35.6604651162791"
17795,"47.7"
17796,"37.9"
17797,"33.81"
17798,"36.28, 47.1"
17799,"37.9, 52.8"
17800,"55.3"
17801,"47.4"
17802,"42.8"
17803,"22.6"
17804,"35.6604651162791"
17805,"47.4, 47.3, 36.2, 55.3, 46.7, 26"
17806,"24.9"
17807,"47.5"
17808,"64.72"
17809,"48.36, 15.05, 23.5, 21.62, 24.9"
17810,"47.1"
17811,"35.6604651162791"
17812,"45.2, 49.3"
17813,"46.1"
17814,"47.1"
17815,"46.1"
17816,"22.6, 23.5"
17817,"47.7"
17818,"47.3, 46.5, 36.2"
17819,"47.3, 47.4"
17820,"22.6"
17821,"57.3"
17822,"57.3"
17823,"47.1"
17824,"42.2"
17825,"47.4"
17826,"49.3"
17827,"64.17"
17828,"23.5"
17829,"47.7"
17830,"57.3"
17831,"42.8, 42.2"
17832,"47.1"
17833,"47.74"
17834,"42.06"
17835,"37.9"
17836,"22.6"
17837,"38.216, 63.8363636363636"
17838,"24.9, 21.62"
17839,"22.6"
17840,"49.3"
17841,"57.3"
17842,"36.28"
17843,"47.3, 25.3, 46.7, 40.9, 26.3, 47.4"
17844,"49.3"
17845,"37.9"
17846,"49.3, 45.2"
17847,"22.6"
17848,"64.17"
17849,"46.1"
17850,"22.6"
17851,"47.74"
17852,"48.36"
17853,"48.36, 35.6604651162791"
17854,"47.5, 22.6, 45.2"
17855,"35.6604651162791"
17856,"46.7"
17857,"22.6"
17858,"22.6"
17859,"48.36"
17860,"57.3"
17861,"47.3, 24.2, 26"
17862,"47.7"
17863,"47.3"
17864,"47.1"
17865,"48.36"
17866,"22.6"
17867,"36.28, 64.17, 47.1"
17868,"48.36"
17869,"61.5"
17870,"42.8"
17871,"22.6"
17872,"46.1"
17873,"47.1"
17874,"64.17, 36.28"
17875,"49.3"
17876,"22.6"
17877,"55.3, 26.3"
17878,"22.6"
17879,"16.3, 44.3"
17880,"51.7308333333333"
17881,"47.4, 55.3"
17882,"35.6604651162791"
17883,"45.2"
17884,"35.6604651162791, 26, 47.3, 24.2, 16, 38, 38.3, 29.3"
17885,"47.1"
17886,"38.9"
17887,"47.7"
17888,"44.3"
17889,"37.9, 48.36"
17890,"47.4"
17891,"44.3"
17892,"47.7"
17893,"37.9"
17894,"42.1"
17895,"26.67, 53.29, 55.3, 47.4"
17896,"48.36"
17897,"42.8"
17898,"45.2"
17899,"57.3"
17900,"47.3"
17901,"55.3"
17902,"37.9"
17903,"44.3, 23.5"
17904,"35.6604651162791"
17905,"54.5"
17906,"47.1, 24.9"
17907,"47.7"
17908,"22.6"
17909,"21.62, 24.9, 50.7"
17910,"47.7"
17911,"47.1"
17912,"37.25"
17913,"22.6"
17914,"24.9"
17915,"42.8"
17916,"24.9"
17917,"35.6604651162791"
17918,"47.1"
17919,"54.5"
17920,"47.74"
17921,"55.3, 38.9, 26.3"
17922,"35.6604651162791"
17923,"65.6"
17924,"35.6604651162791, 45.6161971830986"
17925,"36.28"
17926,"42.1"
17927,"47.1"
17928,"46.1"
17929,"35.6604651162791"
17930,"47.1"
17931,"55.3, 47.3, 46.7, 41, 38"
17932,"48.36"
17933,"64.17"
17934,"47.1"
17935,"59.3"
17936,"42.2"
17937,"48.36"
17938,"42.8"
17939,"47.7"
17940,"49.3"
17941,"57.3"
17942,"22.6"
17943,"22.6"
17944,"49.3, 45.2"
17945,"48.36"
17946,"47.4, 46.5, 55.3, 47.3"
17947,"47.4"
17948,"49.3, 45.2"
17949,"36.28"
17950,"49.3"
17951,"47.1"
17952,"35.6604651162791, 38.216, 47.7"
17953,"51.7308333333333"
17954,"55.3, 44.3"
17955,"57.3"
17956,"42.1"
17957,"48.36"
17958,"48.36"
17959,"48.36"
17960,"47.3, 55.3"
17961,"64.17, 36.28"
17962,"49.3"
17963,"47.1"
17964,"41.61"
17965,"37.9"
17966,"47.1"
17967,"47.1"
17968,"48.36"
17969,"48.36"
17970,"36.2, 46.5, 37.9"
17971,"26.3"
17972,"44.3"
17973,"22.6"
17974,"52.8"
17975,"57.3"
17976,"48.36"
17977,"47.1"
17978,"23.5"
17979,"47.1"
17980,"47.1"
17981,"48.36"
17982,"36.28"
17983,"23.5"
17984,"22.6"
17985,"47.1"
17986,"35.6604651162791, 47.4"
17987,"45.2"
17988,"38.216"
17989,"37.9"
17990,"46.1"
17991,"75.4"
17992,"75.4"
17993,"49.3, 63.8363636363636"
17994,"37.9"
17995,"49.3"
17996,"47.1"
17997,"51.7308333333333"
17998,"22.6"
17999,"47.7"
18000,"48.36"
18001,"47.1"
18002,"47.3"
18003,"36.28"
18004,"47.4"
18005,"47.1"
18006,"22.6"
18007,"47.3"
18008,"46.1"
18009,"35.6604651162791"
18010,"42.8"
18011,"47.3, 46.7"
18012,"49.3"
18013,"79.7"
18014,"46.1"
18015,"48.36"
18016,"35.6604651162791"
18017,"75.4, 47.8"
18018,"46.1"
18019,"47.4, 46.7, 26"
18020,"36.28, 37.9, 46.1"
18021,"35.6604651162791"
18022,"47.4"
18023,"47.7"
18024,"35.05, 64.17, 36.28"
18025,"49.3"
18026,"22.6"
18027,"22.6"
18028,"55.3"
18029,"50.7, 21.62"
18030,"47.4"
18031,"63.4"
18032,"47.7"
18033,"47.1"
18034,"40.9"
18035,"48.36"
18036,"49.3"
18037,"37.9"
18038,"23.5"
18039,"22.6"
18040,"47.7"
18041,"45.2"
18042,"47.1"
18043,"47.1"
18044,"48.36"
18045,"47.7"
18046,"37.9"
18047,"49.3"
18048,"47.3"
18049,"45.2"
18050,"62.25, 37.7, 75.4"
18051,"49.3"
18052,"22.6"
18053,"35.6604651162791, 37.9, 23.5"
18054,"44.3"
18055,"47.1"
18056,"24.9, 22.6, 15.05, 50.7"
18057,"63.8363636363636, 35.6604651162791"
18058,"47.74"
18059,"22.6"
18060,"37.9"
18061,"47.1, 46.1"
18062,"22.6"
18063,"47.4"
18064,"48.36"
18065,"48.36"
18066,"46.1"
18067,"67.8"
18068,"38.216"
18069,"46.1"
18070,"38.216"
18071,"46.1"
18072,"35.6604651162791"
18073,"47.8, 75.4, 62.25, 46.07"
18074,"46.1"
18075,"47.7"
18076,"37.9"
18077,"38.216"
18078,"37.9"
18079,"44.3"
18080,"29.3, 47.3"
18081,"49.3"
18082,"47.7"
18083,"16.3, 47.3"
18084,"47.1"
18085,"24.9"
18086,"51.7308333333333"
18087,"47.3"
18088,"35.6604651162791"
18089,"57.3"
18090,"46.1"
18091,"46.1"
18092,"38.216"
18093,"48.36"
18094,"47.7"
18095,"49.3"
18096,"57.3"
18097,"37.9"
18098,"22.6"
18099,"47.1"
18100,"47.4"
18101,"22.6"
18102,"48.36"
18103,"42.8"
18104,"47.4, 49.3, 45.2"
18105,"66.2"
18106,"47.1"
18107,"42.8, 50.7"
18108,"47.1"
18109,"48.36"
18110,"37.9"
18111,"46.1"
18112,"65.6"
18113,"37.9, 50.7"
18114,"42.2"
18115,"49.3"
18116,"37.9"
18117,"45.2"
18118,"45.2"
18119,"46.1"
18120,"47.4, 55.3"
18121,"52.2"
18122,"57.3"
18123,"37.9"
18124,"23.79"
18125,"36.28, 64.17"
18126,"49.3"
18127,"38.9"
18128,"22.6"
18129,"29.3"
18130,"50.7"
18131,"47.1"
18132,"55.3, 36.2, 46.7"
18133,"44.3, 50.7"
18134,"49.3, 23.5"
18135,"48.36"
18136,"48.36"
18137,"37.9"
18138,"53.29, 56.02, 23.5"
18139,"46.1"
18140,"47.1"
18141,"36.28, 64.17"
18142,"46.1"
18143,"47.1"
18144,"47.1"
18145,"36.2"
18146,"49.3"
18147,"36.28, 64.17"
18148,"36.2, 22.6"
18149,"64.17, 36.28"
18150,"35.6604651162791"
18151,"50.7"
18152,"24.9"
18153,"37.7"
18154,"37.9, 42.2"
18155,"48.36"
18156,"55.3"
18157,"47.1"
18158,"35.6604651162791"
18159,"47.1"
18160,"22.6, 37.9"
18161,"47.4, 22.6, 15.6"
18162,"45.2"
18163,"46.1"
18164,"55.3, 47.3, 49.2, 25.3, 47.4"
18165,"42.2"
18166,"47.1"
18167,"42.8"
18168,"45.2"
18169,"24.9, 22.6"
18170,"48.36"
18171,"47.1"
18172,"22.6"
18173,"47.1"
18174,"49.3, 68.86, 45.2"
18175,"37.9"
18176,"26.3, 53.29, 45.2"
18177,"79.7"
18178,"16.3, 33.7, 26, 38.3, 37.1, 25.3, 33.06, 38.9"
18179,"47.4, 46.5, 25.4, 38.9, 23.5"
18180,"46.1"
18181,"67.8"
18182,"44.3"
18183,"57.3"
18184,"45.2"
18185,"47.1"
18186,"47.4"
18187,"36.28, 64.17"
18188,"47.1"
18189,"59.3"
18190,"47.4, 55.3, 36.2, 46.7"
18191,"55"
18192,"30.92"
18193,"42.8"
18194,"22.6"
18195,"48.36"
18196,"48.36"
18197,"35.6604651162791"
18198,"44.3"
18199,"55.3"
18200,"75.4"
18201,"56.4, 38.9, 29.3, 55.3"
18202,"49.3"
18203,"55.3"
18204,"48.36"
18205,"45.2, 49.3"
18206,"47.4"
18207,"47.74"
18208,"49.3"
18209,"37.9"
18210,"45.2"
18211,"22.6"
18212,"37.9"
18213,"68.86"
18214,"47.1"
18215,"22.6, 24.9"
18216,"24.9"
18217,"37.9"
18218,"48.36"
18219,"44.3"
18220,"37.9"
18221,"38.25, 49.3"
18222,"46.1"
18223,"22.6"
18224,"47.1"
18225,"35.6604651162791"
18226,"22.6, 45.2, 36.2, 49.3, 47.4, 55.3, 47.3, 25.4"
18227,"48.36"
18228,"48.36"
18229,"42.2, 22.6"
18230,"42.8"
18231,"45.2, 38.9, 46.5"
18232,"46.1"
18233,"46.1"
18234,"55.3"
18235,"47.3"
18236,"38.216"
18237,"38.216"
18238,"30.92"
18239,"48.36"
18240,"36.28"
18241,"37.9"
18242,"47.4"
18243,"49.3, 16.3"
18244,"23.5"
18245,"37.9"
18246,"49.3"
18247,"48.36"
18248,"47.3, 55.3"
18249,"22.6"
18250,"46.1"
18251,"45.2"
18252,"47.4, 16.3, 37.9"
18253,"47.1"
18254,"22.6"
18255,"51.7308333333333, 57.3"
18256,"23.5, 22.6"
18257,"22.6"
18258,"47.7"
18259,"49.3"
18260,"44.3"
18261,"44.3, 37.7, 40.98"
18262,"47.4, 40.9, 55.3, 46.5, 33.7"
18263,"48.36"
18264,"48.36"
18265,"79.7"
18266,"57.3"
18267,"47.1"
18268,"57.3"
18269,"22.6"
18270,"22.6"
18271,"48.36"
18272,"49.2"
18273,"37.9"
18274,"48.36"
18275,"57.3"
18276,"47.1"
18277,"35.6604651162791"
18278,"46.1"
18279,"47.1"
18280,"38.216"
18281,"37.9"
18282,"46.1"
18283,"37.9"
18284,"24.9"
18285,"42.8, 42.2, 50.7"
18286,"49.3"
18287,"22.6"
18288,"48.36"
18289,"24.9"
18290,"75.4"
18291,"47.1"
18292,"37.9"
18293,"37.7"
18294,"47.4"
18295,"46.1"
18296,"22.6"
18297,"22.6, 24.9, 47.7"
18298,"22.6"
18299,"48.36"
18300,"46.7"
18301,"16.7"
18302,"46.1"
18303,"22.6"
18304,"75.4"
18305,"48.36"
18306,"46.1"
18307,"79.7"
18308,"39.51"
18309,"23.5, 37.9, 42.2"
18310,"40.9"
18311,"22.6"
18312,"24.9, 21.62"
18313,"64.17, 36.28"
18314,"38.216"
18315,"22.6"
18316,"44.3"
18317,"46.1"
18318,"45.2, 49.3"
18319,"47.4"
18320,"37.9, 23.5"
18321,"22.6"
18322,"46.1"
18323,"46.1"
18324,"47.1"
18325,"75.4"
18326,"36.28"
18327,"47.4, 55.3, 26.3, 49.2, 32.6"
18328,"22.6"
18329,"42.1"
18330,"48.36"
18331,"35.6604651162791, 49.3"
18332,"48.36"
18333,"22.6"
18334,"22.6"
18335,"45.2"
18336,"31.1"
18337,"37.9"
18338,"49.3"
18339,"22.6"
18340,"57.3"
18341,"75.4, 15.6"
18342,"48.36"
18343,"22.6"
18344,"22.6"
18345,"46.19"
18346,"47.3, 15.6"
18347,"45.2"
18348,"25.3"
18349,"47.1"
18350,"22.6"
18351,"47.4"
18352,"42.2"
18353,"46.1"
18354,"10"
18355,"48.36"
18356,"47.1"
18357,"38.216"
18358,"46.1"
18359,"46.1"
18360,"46.1"
18361,"23.5, 37.9, 42.2"
18362,"22.6"
18363,"64.2, 65.6, 59.3, 62.1, 67.8"
18364,"64.17"
18365,"55.3, 16.3"
18366,"37.9"
18367,"47.7"
18368,"51.7308333333333, 36.28, 64.17"
18369,"47.1"
18370,"47.4"
18371,"46.1"
18372,"37.9"
18373,"47.1"
18374,"58.1967741935484"
18375,"47.4"
18376,"55.3, 38.9, 33.7, 29.3, 26.3"
18377,"47.1"
18378,"47.1"
18379,"47.5"
18380,"47.3"
18381,"37.9"
18382,"35.6604651162791, 47.4"
18383,"47.7"
18384,"42.8"
18385,"42.2"
18386,"50.7"
18387,"37.9, 42.2"
18388,"22.6"
18389,"44.3, 50.7, 23.5"
18390,"47.4"
18391,"58.1967741935484"
18392,"39.51"
18393,"37.9"
18394,"47.7, 47.1"
18395,"47.7"
18396,"47.7"
18397,"46.1"
18398,"47.7"
18399,"42.8"
18400,"47.4"
18401,"47.4"
18402,"22.6"
18403,"23.5"
18404,"46.1"
18405,"22.6, 21.62"
18406,"37.9"
18407,"47.4"
18408,"36.2"
18409,"23.5"
18410,"36.28"
18411,"42.2"
18412,"23.5, 50.7"
18413,"47.4"
18414,"22.6, 37.9"
18415,"48.36"
18416,"51.7308333333333"
18417,"22.6"
18418,"47.1"
18419,"47.4, 49.3, 35.6604651162791"
18420,"40.9"
18421,"47.7"
